;job_id;job_title;kualifikasi_pendidikan;spesialist;work_exp;careerLevel;salaryMin;salaryMax;kualifikasi;jobLocation;company_name;company_industry;company_job_type;company_size;job_url;closedAt;postedAt
74;1032632446;Sales Executive;Tidak terspesifikasi;"Sumber Daya Manusia/Personalia;Staf / Administrasi umum";;Tidak Terspesifikasi;;;"Job Number 22133***Job Category Sales & MarketingLocation Sheraton Mustika Yogyakarta Resort & Spa, Jalan Laksda Adisucipto Km 8.7, Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia VIEW ON MAPSchedule Full-TimeLocated Remotely? NRelocation? NPosition Type Non-ManagementPOSITION SUMMARYContact appropriate individual or department (e.g., Sales, Data Administration, Accounting) as necessary to resolve guest calls, requests, or problems. Use sales techniques that maximize revenue while maintaining existing guest loyalty to Marriott, including up-selling. Determine and give complimentaries to guests as gifts for their patronage (e.g., rewards points, show tickets, gift certificates). Promote awareness of brand image internally and externally. Process requests for redeeming Marriott Rewards points. Process all reservation requests, changes, and cancellations received by phone, fax, or mail. Enter Marriott Rewards information into appropriate software when taking guest reservations. Answer, record, and process all guest calls, requests, questions, or concerns. Perform general office duties to support Sales & Marketing (e.g., filing, sending emails, typing, faxing).Assist management in training and motivating employees; serve as a role model. Follow all company policies and procedures; ensure uniform and personal appearance are clean and professional; maintain confidentiality of proprietary information; protect company assets. Welcome and acknowledge all guests according to company standards; anticipate and address guests’ service needs; thank guests with genuine appreciation. Speak with others using clear and professional language; prepare and review written documents accurately and completely; answer telephones using appropriate etiquette. Develop and maintain positive working relationships with others; support team to reach common goals; listen and respond appropriately to the concerns of other employees. Monitor the performance of others to ensure adherence to quality expectations and standards. Read and visually verify information in a variety of formats. Move, lift, carry, push, pull, and place objects weighing less than or equal to 10 pounds without assistance. Perform other reasonable job duties as requested by Supervisors.Marriott International is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law.When you join the Sheraton family, you become a member of its global community. We’ve been a place to gather and connect since 1937. At Sheraton, associates create a sense of belonging in more than 400 communities around the world. We welcome guests through engaging experiences and thoughtful service. If you’re a team player who is excited to deliver a meaningful guest experiences, we encourage you to explore your next career opportunity with Sheraton.-";Yogyakarta;Marriott International;None;;;https://www.jobstreet.co.id/id/job/sales-executive-1032632446;01/09/2022 16:00;11/08/2022 16:35
75;1032648673;Brand Ambassador Aplikasi Paylatter;Tidak terspesifikasi;"Penjualan / Pemasaran;Pemasaran/Pengembangan Bisnis";;Tidak Terspesifikasi;;;Persyaratan MinimumKomunikatifBekerja Dibawah TekananMelayani Pelanggan-;Yogyakarta;PT Danamas Insan Kreasi Andalan;Konsultasi (Bisnis & Manajemen);;2001 - 5000 pekerja;https://www.jobstreet.co.id/id/job/brand-ambassador-aplikasi-paylatter-1032648673;02/09/2022 16:00;11/08/2022 15:04
76;1032648676;Accountant;Tidak terspesifikasi;"Akuntansi / Keuangan;Akuntansi Umum / Pembiayaan";;Tidak Terspesifikasi;;;"Job Number 22134***Job Category Finance & AccountingLocation Sheraton Mustika Yogyakarta Resort & Spa, Jalan Laksda Adisucipto Km 8.7, Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia VIEW ON MAPSchedule Full-TimeLocated Remotely? NRelocation? NPosition Type ManagementJOB SUMMARYSupports the day-to-day execution of general ledger impacted processes, including support to clients as they work with and understand these processes. Performs accounting functions specifically in the areas of account balancing, ledger reconciliation, reporting and discrepancy resolution.CANDIDATE PROFILEEducation and Experience• 4-year bachelor's degree in Finance and Accounting or related major; no work experience required.CORE WORK ACTIVITIESAccounting degree, 1 year experience in the same position, public accountant experience (preferred) who understand and experience to do reconciling bank statements, balance sheet reconciliation, and ensuring financial records are accurate throughout the year.Managing Work, Projects, and Policies• Coordinates and implements accounting work and projects as assigned.• Coordinates, implements and follows up on Accounting SOP audits for all areas of the property.• Complies with all applicable laws related to fraud and collection procedures.• Generates and provides accurate and timely results in the form of reports, presentations, etc.• Analyzes information and evaluates results to choose the best solution and solve problems.• Compiles, codes, categorizes, calculates, tabulates, audits, or verifies information or data.• Balances credit card ledgers.• Verifies contracts for groups and performs credit reference checks for direct billed groups if necessary.Maintaining Finance and Accounting Goals• Achieves and exceeds goals including performance goals, budget goals, team goals, etc.• Develops specific goals and plans to prioritize, organize, and accomplish your work.• Submits reports in a timely manner, ensuring delivery deadlines.• Ensures profits and losses are documented accurately.• Monitors all taxes that apply, ensuring that taxes are current, collected and/or accrued.• Maintains a strong accounting and operational control environment to safeguard assets.• Completes period end function each period.• Provide direction and assistance to other organizational units regarding accounting and budgeting policies and procedures, and efficient control and utilization of financial resources.Demonstrating and Applying Accounting Knowledge• Demonstrates knowledge of job-relevant issues, products, systems, and processes.• Demonstrates knowledge of return check procedures.• Demonstrates knowledge of the Gross Revenue Report.• Demonstrates knowledge and proficiency with write off procedures.• Demonstrates knowledge and proficiency with consolidated deposit procedures.• Keeps up-to-date technically and applying new knowledge to your job.• Uses computers and computer systems (including hardware and software) to program, write software, set up functions, enter data, or process information.• Uses relevant information and individual judgment to determine whether events or processes comply with laws, regulations, or standards.Leading Accounting Teams• Utilizes interpersonal and communication skills to lead, influence, and encourage others; advocates sound financial/business decision making; demonstrates honesty/integrity; leads by example.• Motivates and provides a work environment where employees are productive.• Imposes deadlines and delegates tasks.• Provides an ""open door policy"" and is highly visible in areas of responsibility.• Understands how to manage in a culturally diverse work environment.• Manages the quality process in areas of customer service and employee satisfaction.Managing and Conducting Human Resources Activities• Interviews, selects and trains employees.• Appraises employee’s productivity and efficiency for the purpose of recommending promotions or other changes in status.• Follows progressive discipline procedures as appropriate.• Provides for the safety and security of the employees or the property.• Monitors employee attendance and records absences/tardiness.• Helps direct supervisors to achieve their own development goals.• Conducts annual performance appraisal with direct reports according to Standard Operating Procedures.Additional Responsibilities• Provides information to supervisors, co-workers, and subordinates by telephone, in written form, e-mail, or in person.• Demonstrates personal integrity.• Uses effective listening skills.• Demonstrates self confidence, energy and enthusiasm.• Manages group or interpersonal conflict effectively.• Informs and/or updates the executives, the peers and the subordinates on relevant information in a timely manner.• Manages time well and possesses strong organizational skills.• Presents ideas, expectations and information in a concise, well organized way.• Uses problem solving methodology for decision making and follow up.• Makes collections calls if necessary.Marriott International is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law.When you join the Sheraton family, you become a member of its global community. We’ve been a place to gather and connect since 1937. At Sheraton, associates create a sense of belonging in more than 400 communities around the world. We welcome guests through engaging experiences and thoughtful service. If you’re a team player who is excited to deliver a meaningful guest experiences, we encourage you to explore your next career opportunity with Sheraton.-";Yogyakarta;Marriott International;None;;;https://www.jobstreet.co.id/id/job/accountant-1032648676;02/09/2022 16:00;11/08/2022 15:04
77;1032648678;Executive Chef;Tidak terspesifikasi;"Hotel/Restoran;Makanan/Minuman/Pelayanan Restoran";;Tidak Terspesifikasi;;;"Job Number 22133***Job Category Food and Beverage & CulinaryLocation Sheraton Mustika Yogyakarta Resort & Spa, Jalan Laksda Adisucipto Km 8.7, Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia VIEW ON MAPSchedule Full-TimeLocated Remotely? NRelocation? NPosition Type ManagementJOB SUMMARYAccountable for overall success of the daily kitchen operations. Exhibits culinary talents by personally performing tasks while leading the staff and managing all food related functions. Works to continually improve guest and employee satisfaction while maximizing the financial performance in all areas of responsibility. Supervises all kitchen areas to ensure a consistent, high quality product is produced. Responsible for guiding and developing staff including direct reports. Must ensure sanitation and food standards are achieved. Areas of responsibility comprise overseeing all food preparation areas (e.g., banquets, room service, restaurants, bar/lounge and employee cafeteria) and all support areas (e.g., dish room and purchasing).CANDIDATE PROFILEEducation and Experience• High school diploma or GED; 6 years experience in the culinary, food and beverage, or related professional area.OR• 2-year degree from an accredited university in Culinary Arts, Hotel and Restaurant Management, or related major; 4 years experience in the culinary, food and beverage, or related professional area.CORE WORK ACTIVITIESLeading Kitchen Operations for Property• Leads kitchen management team.• Provides direction for all day-to-day operations.• Understands employee positions well enough to perform duties in employees' absence or determine appropriate replacement to fill gaps.• Provides guidance and direction to subordinates, including setting performance standards and monitoring performance.• Utilizes interpersonal and communication skills to lead, influence, and encourage others; advocates sound financial/business decision making; demonstrates honesty/integrity; leads by example.• Encourages and builds mutual trust, respect, and cooperation among team members.• Serving as a role model to demonstrate appropriate behaviors.• Ensures property policies are administered fairly and consistently.• Reviews staffing levels to ensure that guest service, operational needs and financial objectives are met.• Establishes and maintains open, collaborative relationships with employees and ensures employees do the same within the team.• Solicits employee feedback, utilizes an ""open door"" policy and reviews employee satisfaction results to identify and address employee problems or concerns.• Supervises and coordinates activities of cooks and workers engaged in food preparation.• Demonstrate new cooking techniques and equipment to staff.Setting and Maintaining Goals for Culinary Function and Activities• Develops and implements guidelines and control procedures for purchasing and receiving areas.• Establishes goals including performance goals, budget goals, team goals, etc.• Communicates the importance of safety procedures, detailing procedure codes, ensuring employee understanding of safety codes, monitoring processes and procedures related to safety.• Manages department controllable expenses including food cost, supplies, uniforms and equipment.• Participates in the budgeting process for areas of responsibility.• Knows and implements the brand's safety standards.Ensuring Culinary Standards and Responsibilities are Met• Provides direction for menu development.• Monitors the quality of raw and cooked food products to ensure that standards are met.• Determines how food should be presented, and create decorative food displays.• Recognizes superior quality products, presentations and flavor.• Ensures compliance with food handling and sanitation standards.• Follows proper handling and right temperature of all food products.• Ensures employees maintain required food handling and sanitation certifications.• Maintains purchasing, receiving and food storage standards.• Prepares and cooks foods of all types, either on a regular basis or for special guests or functions.Ensuring Exceptional Customer Service• Provides and supports service behaviors that are above and beyond for customer satisfaction and retention.• Improves service by communicating and assisting individuals to understand guest needs, providing guidance, feedback, and individual coaching when needed.• Manages day-to-day operations, ensuring the quality, standards and meeting the expectations of the customers on a daily basis.• Displays leadership in guest hospitality, exemplifies excellent customer service and creates a positive atmosphere for guest relations.• Interacts with guests to obtain feedback on product quality and service levels.• Responds to and handles guest problems and complaints.• Empowers employees to provide excellent customer service. Establishes guidelines so employees understand expectations and parameters. Ensures employees receive on-going training to understand guest expectations.• Reviews comment cards, guest satisfaction results and other data to identify areas of improvement.Managing and Conducting Human Resource Activities• Identifies the developmental needs of others and coaching, mentoring, or otherwise helping others to improve their knowledge or skills.• Ensures employees are treated fairly and equitably.• Trains kitchen associates on the fundamentals of good cooking and excellent plate presentations.• Administers the performance appraisal process for direct report managers.• Interacts with the Banquet Chef and Catering department on training regarding food knowledge and menu composition.• Observes service behaviors of employees and provides feedback to individuals and or managers.• Manages employee progressive discipline procedures for areas of responsibility.• Ensures disciplinary procedures and documentation are completed according to Standard and Local Operating Procedures (SOPs and LSOPs) and supports the Peer Review Process.Additional Responsibilities• Provides information to executive teams, managers and supervisors, co-workers, and subordinates by telephone, in written form, e-mail, or in person.• Analyzes information and evaluating results to choose the best solution and solve problems.Marriott International is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law.When you join the Sheraton family, you become a member of its global community. We’ve been a place to gather and connect since 1937. At Sheraton, associates create a sense of belonging in more than 400 communities around the world. We welcome guests through engaging experiences and thoughtful service. If you’re a team player who is excited to deliver a meaningful guest experiences, we encourage you to explore your next career opportunity with Sheraton.-";Yogyakarta;Marriott International;None;;;https://www.jobstreet.co.id/id/job/executive-chef-1032648678;02/09/2022 16:00;11/08/2022 15:04
78;1032668648;UX Quality Assurance;Tidak terspesifikasi;"Komputer/Teknologi Informasi;IT-Perangkat Lunak";;Tidak Terspesifikasi;;;"Company DescriptionBe a Part of Our Global Community!Join the Game!Leader in the development and publishing of games, Gameloft® has established itself as one of the top innovators in its field since 2000. Gameloft creates games for all digital platforms, two of which are featured in the “Top 10 iOS Games by All-Time Worldwide Downloads” from App Annie. Gameloft operates its own established franchises such as Asphalt®, Dragon Mania Legends, Modern Combat and Dungeon Hunter and also partners with major rights holders including Disney®, LEGO®, Universal, Illumination Entertainment, Hasbro®, Fox Digital Entertainment, Mattel®, Lamborghini® and Ferrari®. Gameloft distributes its games in over 100 countries and employs 3,600 people worldwide. Every month, 70 million unique users can be reached by advertisers in Gameloft games with Gameloft for brands, a leading B2B offering dedicated to brands and agencies. Gameloft is a Vivendi company.All trademarks referenced above are owned by their respective trademark owners.Job DescriptionAs a member of Gameloft’s major Quality Assurance team, you will participate in the testing process to ensure the quality of our top-rated mobile games. Upon your skills and potential, you will be assigned specific tests; based on relevant requirements and checklists, you will describe and report bugs on bug database.QualificationsGood communication skillGood written English(spoken is a plus)Game-playing experience and interest/passion.Able to work independently and in a team.Strong work ethics.Able to stay focus and endure testing repetitiveness.Common understanding on glitch in game.Attention to details in catching glitches.Critical thinking, able to provide feedback for the game based on both Tester and User POV. Experience working in software testing or gaming industry is a plus.Knowledge in working with various operating system is a plus.Additional InformationWhy join the Gameloft universe?- Because you want to be part of an exceptional experience, within a company that is constantly growing!- Because you want to work with talented people who are industry pioneers!- Because you want to join a global company and meet great people around the world from all walks of life.- Or, just because you’re looking for a great place to work!What we offer:- Teamwork with international talents- Recognition and rewards- Creative and modern workplace- Continuous and professional training- Work hard, play hardWe can’t wait to find our next great talent!- Please submit your CV, cover letter or portfolio (if applicable)- Please note that only selected candidates will be contacted and your CV will be saved in our files for a period of 6 months.-";Yogyakarta;PT Gameloft Indonesia (Yogyakarta);Hiburan/Media;;501 - 1000 pekerja;https://www.jobstreet.co.id/id/job/ux-quality-assurance-1032668648;26/08/2022 16:00;11/08/2022 15:57
79;1032680065;BACK END DEVELOPER;Tidak terspesifikasi;"Komputer/Teknologi Informasi;IT-Perangkat Lunak";;Tidak Terspesifikasi;;;Memahami bahasa pemrograman SQL, Javascript, Java, APITerbiasa menggunakan framework untuk Back End Java SpringTerbiasa menggunakan database SQL, MySQL, XML, JSONMemahami server Apche, Nginx, ISS dan Microsoft IISMemiliki kemampuan untuk menggunakan bug dan melakukan debugD3/S1 Lulusan Teknik Informatika/Sistem Informasi, terbuka untuk Fresh GraduatePengalaman dalam mengerjakan Project khususnya di bagian Back End minimal 1 tahunDapat bekerjasama dalam tim dengan sikap positifMemiliki komunikasi yang baikBENEFIT Gaji PokokBPJS Kesehatan (diberikan setelah lulus masa percobaan)BPJS Tenaga Kerja (diberikan setelah lulus masa percobaan)Tunjangan Hari RayaAsuransi Kesehatan-;Yogyakarta;PT Sarana Pactindo (Bandung);Komputer/Teknik Informatika (Perangkat Keras);;51 - 200 pekerja;https://www.jobstreet.co.id/id/job/back-end-developer-1032680065;06/09/2022 16:00;11/08/2022 16:40
80;1032693095;Staff Marketing;Tidak terspesifikasi;"Penjualan / Pemasaran;Pemasaran/Pengembangan Bisnis";;Tidak Terspesifikasi;;;Tugas & Tanggung Jawab :Bertanggung jawab terhadap penjualan produk perusahaan.Membangun dan mengembangkan jejaring dengan pelanggan potensial.Melakukan tindak lanjut pelayanan untuk mencapai kepuasan pelanggan.Melakukan analisa kebutuhan dan preferensi pasar guna mengembangkan produk perusahaan.Mengembangkan metode marketing yang lebih efektif.-;Yogyakarta;PT Union Routelink Communication Yogyakarta;Komputer/Teknik Informatika (Perangkat Lunak);;1- 50 pekerja;https://www.jobstreet.co.id/id/job/staff-marketing-1032693095;07/09/2022 16:00;10/08/2022 22:34
81;1032693141;HSE & Compliance Manager;Tidak terspesifikasi;"Bangunan/Konstruksi;Teknik Sipil/Konstruksi Bangunan";;Tidak Terspesifikasi;;;HSE & Compliance ManagerPosted: 9 Aug 2022OperationsYogyakartaIndonesiaAT A GLANCE, YOU WILLExperience #lifeatdanoneWork with many brandsLead Health, Safety and Environment Management System are well implemented in Factory to achive  business operasional target as well as ensure Legal Permit and License to Operate are in place and complay to Government Regulation.Advice and assist Dept. to achive performance related to Health, Safety, Environmental Activities and meet Government Regulation compliance.Coordinate with Government and Safety Community to get update information  and cooperationLead and ensures all Danoners and everyone works in the factory including contractors are working in safe conditions and work in a healthy environment, do not pose a risk of occupational diseases through :Identifying potential hazards (unsafe behavior & unsafe conditions) of all routine work, non-routine work and all temporary project workMonitoring and checking regularly all health and safety aspectReview of all HIRADC from 9 Departments, and review of all HSE Plans from all contractorsActively conduct inspections in all work areas including the project area to directly coordinate with related areas to overcome all these unsafe conditions.Together with OH Doctor to conduct health program to ensure health activities in proper implementationRoutine conduct MCU and review the result refer to Health and food safety requirementEnsure the policlinic operation 24 hours to support factory operationPeriodically updated on safety activities (SBA/BBS, Inpsection, Safety phyramid) to ensure in consistent implementation and share to all factory teamsEvaluating the feasibility & security of all facilities used throughout the factory area and providing recommendations to related parties if conditions are found that have the potential to cause unsafe conditions for people and company facilities by simulationSupport in ensuring Quality and foor safety implement consistently to reduce potential risk of loss especially activity related to project,Plan HSE CAPEX and budget and ensure executed optimally.Review regularly safety policies and safety regulations with Dept. representatives, Union representatives and Management representatives.Manage HSE Performance report and Report to Local Government and Intenrl DANONELead and ensures Safety Management system and Enviroment Management System  are well implemented in factory reflected in audit result are green and finding / abnormality closed..Minimum 2 years in related managerial position (preferable from Food and Beverage Industry – Baby Food/ Infant Milk), Safety AuditorSafety Management system (WISE2, OHSAS,ISO,SMK3)Healthy, ErgonomyEnvironmental Management systemAK3 umumGovernment Regulation & ComplianceHere at Danone, we are passionate about the investment of our people. We commit to working with you to outline your development pathway through a variety of learning opportunities, both online and offline. We also offer a complete package of benefits, with a competitive primary salary and yearly bonus, but also benefits like a premium free pension, 30 days of paid annual leave, discounts on a collective health insurance, and even on some of our products.Resume and Cover letterInterview #1Interview #2WelcomePutri Global Diversity & Inclusion LeadView all jobsView all jobs-;Yogyakarta;PT Tirta Investama ( Danone Aqua );Produk Konsumen/Barang konsumen yang bergerak cepat;;Lebih dari 5000 pekerja;https://www.jobstreet.co.id/id/job/hse-compliance-manager-1032693141;07/09/2022 16:00;10/08/2022 22:34
82;1032693178;ADMINISTRASI;Tidak terspesifikasi;"Akuntansi / Keuangan;Perbankan / Jasa Finansial ";;Tidak Terspesifikasi;;;Job Description :Bertanggung jawab terhadap pencatatan keuangan cabang/pusat termasuk di dalamnya alur uang masuk dan uang keluar cabang.Kualifikasi :Wanita, Usia maksimal 27 tahunPendidikan D3/ S1 jurusan akuntansiFresh graduate dipersilahkan melamarBersedia mengikuti training selama 1 Minggu di YogyakartaBenefit :GajiBPJSTHRCutiJenjang KarirPelatihan dan pengembangan karyawanDapat memilih lokasi penempatanPenempatan : Semua KotaDaftar-;Yogyakarta;Larissa Aesthetic Center;Perawatan/Kecantikan/Fitnes;;1001 - 2000 pekerja;https://www.jobstreet.co.id/id/job/administrasi-1032693178;07/09/2022 16:00;11/08/2022 17:11
83;1032693232;Fasilitator ITF FKS;Tidak terspesifikasi;"Pendidikan/Pelatihan;Pelatihan & Pengembangan";;Tidak Terspesifikasi;;;Ruangguru is a tech-enabled education company that provides a one-stop learning experience for students to have better access to quality content and service. Ruangguru has allowed students to access better quality educational content in the form of learning videos, question banks, test-prep materials, and study notes. Ruangguru platform has been proven to not only help families reduce the cost for education, but also elevate student outcomes.Bertanggung jawab memfasilitasi seluruh kegiatan pembelajaran peserta guru program pelatihan secara daring, termasuk melakukan kontak dan membangun hubungan  dengan guru, memberikan motivasi kepada guru, menjawab dan meneruskan pertanyaan peserta dan membagikan informasi rutin terkait programMelakukan monitoring seluruh aktivitas dan partisipasi guru dalam program pelatihan, termasuk melakukan grading tugas, serta memantau kesibukan dan kondisi peserta untuk menentukan strategi yang perlu dilakukan dalam menjaga  keaktifan peserta mengikuti rangkaian program Mengatasi kendala teknis yang dialami peserta program pelatihan terkait produk dan program intervensi lainnya, atau melakukan eskalasi dengan tim terkaitBerkoordinasi dengan stakeholder lain dalam proses implementasi dan evaluasi programMelakukan pendataan, dokumentasi, dan pelaporan program bersama Project Officer terkaitMempelajari materi pelatihan melalui video pembelajaran, workbook, dan ToR webinarMembawakan webinarLulusan S1 dari universitas unggulan, jurusan Pendidikan, Komunikasi, atau Psikologi menjadi nilai tambahDomisili di YogyakartaMemiliki pengalaman dalam memfasilitasi training Memiliki pengalaman dalam bidang pendidikanMemiliki kemampuan presentasi dan public speaking yang baikMemiliki kemampuan leadership dan berkomunikasi interpersonal dengan baikKreatif dan eager to learnDapat mengoperasikan Google Suite (drive, docs, sheet, etc) & ZoomApply for this job-;Yogyakarta;PT Ruang Raya Indonesia (Jakarta);Pendidikan;;2001 - 5000 pekerja;https://www.jobstreet.co.id/id/job/fasilitator-itf-fks-1032693232;07/09/2022 16:00;10/08/2022 22:34
84;1032693326;Kami sedang mencari guru les privat Wing chun di Yogyakarta;Tidak terspesifikasi;;;Tidak Terspesifikasi;;;Profil PerusahaanSuperprof adalah sarana untuk berbagi ilmu dan pengetahuan yang menghubungkan mereka yang ingin belajar dan mereka yang ingin mengajar.Didirikan pada bulan Agustus 2013, Superprof menghubungkan siswa dan guru untuk memberikan kursus di lebih dari 1000 disiplin: musik (gitar, piano, dll.), Bahasa, olahraga (golf, basket, renang, dll.) Dan mata pelajaran sekolah (matematika , Bahasa Perancis, Fisika, dll.).Empat juta pengguna telah menggunakan platform ini pada tahun 2017, mayoritas di Perancis, tetapi juga terdapat di 19 negara lainnya (***************)Uraian tugasPemain utama di Indonesia dalam menghubungkan siswa dan guru privat, Superprof mencari tenaga pendidikan sepanjang tahun di seluruh Indonesia untuk memberikan les privat di banyak bidang: mata pelajaran sekolah, bahasa, musik, menyanyi, olahraga, hobi ...Tergantung pada pengetahuan dan pengalaman Anda, Anda dapat menawarkan kursus dan membuat sebanyak mungkin iklan yang Anda inginkan. Bergabunglah dengan Superprof secara langsung dengan mengklik di sini dan memberikan les privat kepada siswa yang ada di dekat Anda, di tingkat apa pun dan di segala usia.95% dari guru yang terdaftar menemukan lebih banyak siswa di Superprof daripada di platform ************* Anda memiliki gelar sarjana (atau setara)- Anda ingin membagikan pengetahuan Anda, gairah dan semangat Anda kepada siswa- Anda sabar, tepat waktu dan seorang pendidikKeuntungan- Pendaftaran benar-benar gratis- Remunerasi yang menarik, jelas dan tanpa ada yang disembunyikan (tidak ada komisi yang diambil)- Anda bebas mengatur jadwal Anda sendiri- Anda bebas menentukan lokasi kursus- Terdapat banyak siswa: lebih dari 100 000 pencarian / hari- Terdapat pilihan untuk memberikan kursus online melalui kamera web-;Yogyakarta;Superprof;None;;;https://www.jobstreet.co.id/id/job/kami-sedang-mencari-guru-les-privat-wing-chun-di-yogyakarta-1032693326;07/09/2022 16:00;11/08/2022 16:06
85;1032707683;Senior Backend Software Engineer (Java);Tidak terspesifikasi;"Komputer/Teknologi Informasi;IT-Perangkat Lunak";;Tidak Terspesifikasi;;;At AccelByte, our mission is to empower game creators by providing them with the backend platform and tools required to make scalable, reliable AAA-quality games. The company was founded in 2016 by industry veterans who have engineered online systems for some of the largest game and distribution platforms in the world including Fortnite, Epic Store, Xbox Live, PlayStation Network, and EA Origin. We are backed by top investors including Softbank, Sony Interactive Entertainment, Galaxy Interactive, NetEase, and Krafton. Our latest Series B funding has firmly solidified our place as a top player in the gaming industry.  AccelByte’s talent has decades of experience building and shipping some of the largest game and distribution platforms in the world.We believe that the best companies empower employees to make decisions, obsess about the best user experience, and are not afraid to make and learn from their mistakes. Our culture is based on humility, openness to feedback, drive, and collaboration, which we feel results in the best performing teams.  As a company that values diversity, inclusion, and employee growth, our employees have opportunities to work with and learn from teams all over the world.  We offer competitive salaries, a full range of health benefits, social activities, career growth opportunities, and an amazing team. Come join us!Position SummaryAs a Senior Backend Software Engineer (Java), you design, implement and maintain software systems that accomplish a given goal. You discover requirements and guide other engineers collaborating in an area and do exemplary work on complicated problems.Essential Functions/Responsibilities:The Senior Backend Software Engineer (Java) is accountable for the following functions and responsibilities:Review and provide feedback on your coworkers’ changesInvestigate complicated issues to root cause and design better solutionsDesign and develop software systems to accomplish a given goalWrite code comments, change descriptions and documentation so others can maintain your workDesign testing approaches that validate complicated systemsLearn from operational incidents and make long-term mitigationsTrain and mentor less experienced engineersSet direction for other engineersModel standards for engineering excellenceBreak ground on new projectsDiscover requirements by working with PMs and stakeholdersPerform interviews for Software Engineer candidatesPerform other duties as assignedQualifications/Experience Required:Specializes in distributed systems, experience with technologies like AWS, GoLang, Java, and databasesAt least 4 years of professional software engineering experienceExperience with multiple software product life cyclesExpertise with multiple languages and technologiesExpertise in applying algorithms, data structures, and network protocolsProficiency in written and verbal English language to succeed in a remote work environmentFlexibility to adjust to working routines/schedules, as required, to meet the needs of the company and the expectations of customers Professional experience at a AAA game studio or a mature software product company preferredProfessional experience creating cloud platforms or web products preferredExperience working in a multinational technology startup is a big plusAccelByte Inc is an Equal Employment Opportunity Employer, all qualified candidates and applicants will receive consideration for employment without regard to race, religion, gender, national origin, sexual orientation, marital status, age, or disability. Our culture is innovative and inclusive, and we value our people the highest.-;"Yogyakarta;Sleman";AccelByte Inc;Komputer/Teknik Informatika (Perangkat Lunak);;51 - 200 pekerja;https://www.jobstreet.co.id/id/job/senior-backend-software-engineer-java-1032707683;08/09/2022 16:00;11/08/2022 22:34
86;1032707683;Senior Backend Software Engineer (Java);Tidak terspesifikasi;"Komputer/Teknologi Informasi;IT-Perangkat Lunak";;Tidak Terspesifikasi;;;At AccelByte, our mission is to empower game creators by providing them with the backend platform and tools required to make scalable, reliable AAA-quality games. The company was founded in 2016 by industry veterans who have engineered online systems for some of the largest game and distribution platforms in the world including Fortnite, Epic Store, Xbox Live, PlayStation Network, and EA Origin. We are backed by top investors including Softbank, Sony Interactive Entertainment, Galaxy Interactive, NetEase, and Krafton. Our latest Series B funding has firmly solidified our place as a top player in the gaming industry.  AccelByte’s talent has decades of experience building and shipping some of the largest game and distribution platforms in the world.We believe that the best companies empower employees to make decisions, obsess about the best user experience, and are not afraid to make and learn from their mistakes. Our culture is based on humility, openness to feedback, drive, and collaboration, which we feel results in the best performing teams.  As a company that values diversity, inclusion, and employee growth, our employees have opportunities to work with and learn from teams all over the world.  We offer competitive salaries, a full range of health benefits, social activities, career growth opportunities, and an amazing team. Come join us!Position SummaryAs a Senior Backend Software Engineer (Java), you design, implement and maintain software systems that accomplish a given goal. You discover requirements and guide other engineers collaborating in an area and do exemplary work on complicated problems.Essential Functions/Responsibilities:The Senior Backend Software Engineer (Java) is accountable for the following functions and responsibilities:Review and provide feedback on your coworkers’ changesInvestigate complicated issues to root cause and design better solutionsDesign and develop software systems to accomplish a given goalWrite code comments, change descriptions and documentation so others can maintain your workDesign testing approaches that validate complicated systemsLearn from operational incidents and make long-term mitigationsTrain and mentor less experienced engineersSet direction for other engineersModel standards for engineering excellenceBreak ground on new projectsDiscover requirements by working with PMs and stakeholdersPerform interviews for Software Engineer candidatesPerform other duties as assignedQualifications/Experience Required:Specializes in distributed systems, experience with technologies like AWS, GoLang, Java, and databasesAt least 4 years of professional software engineering experienceExperience with multiple software product life cyclesExpertise with multiple languages and technologiesExpertise in applying algorithms, data structures, and network protocolsProficiency in written and verbal English language to succeed in a remote work environmentFlexibility to adjust to working routines/schedules, as required, to meet the needs of the company and the expectations of customers Professional experience at a AAA game studio or a mature software product company preferredProfessional experience creating cloud platforms or web products preferredExperience working in a multinational technology startup is a big plusAccelByte Inc is an Equal Employment Opportunity Employer, all qualified candidates and applicants will receive consideration for employment without regard to race, religion, gender, national origin, sexual orientation, marital status, age, or disability. Our culture is innovative and inclusive, and we value our people the highest.-;"Yogyakarta;Sleman";AccelByte Inc;Komputer/Teknik Informatika (Perangkat Lunak);;51 - 200 pekerja;https://www.jobstreet.co.id/id/job/senior-backend-software-engineer-java-1032707683;08/09/2022 16:00;11/08/2022 22:34
